时间,上海新增确诊病例,上海无症状感染者,深圳新增确诊病例,深圳无症状感染者,广东新增确诊病例,广东无症状感染者,新增确诊人数,新增死亡人数,新增疑似人数,新增治愈人数,现有确诊人数,累计治愈人数,累计死亡人,累计确诊人数,现有疑似人数,累计密切接触者,年份
3.2,0,0,0,0,0,0,125,31,129,2742,30004,47204,2943,80151,587,664899,2020
3.3,0,0,0,0,0,0,119,38,143,2652,27433,49856,2981,80270,520,666397,2020
3.4,0,0,0,0,0,0,139,31,143,2189,25352,52045,3012,80409,522,669025,2020
3.5,0,0,0,0,0,0,143,30,102,1681,23784,53726,3042,80552,482,670854,2020
3.6,0,0,0,0,0,0,99,28,99,1678,22177,55404,3070,80651,502,672458,2020
3.7,0,0,0,0,0,0,44,27,84,1661,20533,57065,3097,80695,458,674038,2020
3.8,0,0,0,0,0,0,40,22,60,1535,19016,58600,3119,80735,421,674760,2020
3.9,0,0,0,0,0,0,19,17,36,1297,17721,59897,3136,80754,349,675338,2020
3.10,0,0,0,0,0,0,24,22,31,1578,16145,61475,3158,80778,285,675886,2020
3.11,0,0,0,0,0,0,15,11,33,1318,14831,62793,3169,80793,253,677243,2020
3.12,0,0,0,0,0,0,8,7,33,1318,13526,64111,3176,80813,147,678088,2020
3.13,0,0,0,0,0,0,11,13,17,1430,12094,65541,3189,80824,115,678935,2020
3.14,0,0,0,0,0,0,20,10,39,1370,10734,66911,3199,80844,113,679759,2020
3.15,0,0,0,0,0,0,16,14,41,838,9898,67749,3213,80860,134,680462,2020
3.16,0,0,0,0,0,0,21,13,45,930,8976,68679,3226,80881,128,681404,2020
3.17,0,0,0,0,0,0,13,11,21,922,8056,69601,3237,80894,119,682327,2020
3.18,0,0,0,0,0,0,34,8,23,819,7263,70420,3245,80928,105,683281,2020
3.19,0,0,0,0,0,0,39,3,31,730,6569,71150,3248,80967,104,684331,2020
3.20,0,0,0,0,0,0,41,7,36,590,6013,71740,3255,81008,106,685866,2020
3.21,0,0,0,0,0,0,46,6,45,504,5549,72244,3261,81054,118,687680,2020
3.22,0,0,0,0,0,0,39,9,47,459,5120,72703,3270,81093,136,688993,2020
3.23,0,0,0,0,0,0,78,7,35,456,4735,73159,3277,81171,132,691185,2020
3.24,0,0,0,0,0,0,47,4,33,491,4287,73650,3281,81218,134,693223,2020
3.25,0,0,0,0,0,0,67,6,58,401,3947,74051,3287,81285,159,695305,2020
3.26,0,0,0,0,0,0,55,5,49,537,3460,74588,3292,81340,189,697470,2020
3.27,0,0,0,0,0,0,54,3,29,383,3128,74971,3295,81394,184,699396,2020
3.28,0,0,0,0,0,0,45,5,28,477,2691,75448,3300,81439,174,701884,2020
3.29,0,0,0,0,0,0,31,4,17,322,2396,75770,3304,81470,168,704190,2020
3.30,0,0,0,0,0,0,48,1,44,282,2161,76052,3305,81518,183,706017,2020
3.31,1,0,0,0,1,0,36,7,26,186,2004,76238,3312,81554,172,707913,2020
4.1,0,0,0,0,0,0,35,6,20,170,1863,76408,3318,81589,153,709570,2020
4.2,0,0,0,0,1,0,31,4,12,163,1727,76571,3322,81620,135,710985,2020
4.3,0,0,0,0,0,0,19,4,11,180,1562,76751,3326,81639,114,712088,2020
4.4,0,0,0,0,5,0,30,3,11,213,1376,76964,3329,81669,107,713110,2020
4.5,0,0,0,0,1,0,39,1,10,114,1299,77078,3331,81708,88,713988,2020
4.6,0,0,0,0,0,0,32,0,12,89,1242,77167,3331,81740,0,714720,2020
4.7,1,0,0,0,1,0,62,2,12,112,1190,77279,3333,81802,0,715854,2020
4.8,0,0,0,0,2,0,63,2,17,91,1160,77370,3335,81865,0,716889,2020
4.9,1,0,0,0,3,0,42,1,3,85,1116,77455,3336,81907,0,717378,2020
4.10,2,0,0,0,3,0,46,3,8,70,1089,77525,3339,81953,0,718050,2020
4.11,43,0,0,0,0,0,99,0,49,50,1138,77575,3339,82052,0,718881,2020
4.12,2,0,0,0,3,0,108,2,6,88,1156,77663,3341,82160,0,719908,2020
4.13,2,0,0,0,3,0,89,0,3,75,1170,77738,3341,82249,0,720544,2020
4.14,4,0,0,0,2,0,46,1,11,78,1137,77816,3342,82295,0,721295,2020
4.15,3,0,0,0,5,0,46,0,4,76,1107,77892,3342,82341,0,722007,2020
4.16,0,0,0,0,5,0,26,0,3,52,1081,77944,3342,82367,0,722909,2020
4.17,3,0,0,0,2,0,27,0,5,50,1058,77029,4632,82719,0,723835,2020
4.18,0,0,0,0,1,0,16,0,2,33,1041,77062,4632,82735,0,724850,2020
4.19,2,0,0,0,0,0,12,0,2,22,1031,77084,4632,82747,0,725814,2020
4.20,0,0,0,0,1,0,11,0,3,39,1003,77123,4632,82758,0,726797,2020
4.21,0,0,0,0,0,0,30,0,3,28,1005,77151,4632,82788,0,727589,2020
4.22,0,0,0,0,1,0,10,0,0,56,959,77207,4632,82798,0,728049,2020
4.23,2,0,0,0,1,0,6,0,2,50,915,77257,4632,82804,0,728590,2020
4.24,0,0,0,0,0,0,12,0,3,89,838,77346,4632,82816,0,729287,2020
4.25,0,0,0,0,1,0,11,0,0,48,801,77394,4632,82827,0,729885,2020
4.26,0,0,0,0,0,0,3,0,5,80,723,77474,4633,82830,0,730529,2020
4.27,1,0,0,0,0,0,6,0,1,81,648,77555,4633,82836,0,731015,2020
4.28,1,0,0,0,1,0,22,0,2,23,647,77578,4633,82858,0,731910,2020
4.29,0,0,0,0,0,0,4,0,3,32,619,77610,4633,82862,0,732369,2020
4.30,0,0,0,0,0,0,12,0,3,32,599,77642,4633,82874,0,732966,2020
5.1,0,0,0,0,0,0,1,0,2,43,557,77685,4633,82875,11,733733,2020
5.2,0,0,0,0,0,0,2,0,0,28,531,77713,4633,82877,10,734281,2020
5.3,0,0,0,0,0,0,3,0,1,53,481,77766,4633,82880,3,734766,2020
5.4,0,0,0,0,0,0,1,0,0,87,395,77853,4633,82881,2,735240,2020
5.5,0,0,0,0,0,0,2,0,3,58,339,77911,4633,82883,5,735577,2020
5.6,0,0,0,0,0,0,2,0,2,46,295,77957,4633,82885,4,735737,2020
5.7,0,0,0,0,0,0,1,0,3,36,260,77993,4633,82886,6,736010,2020
5.8,0,0,0,0,0,0,1,0,2,53,208,78046,4633,82887,8,736372,2020
5.9,0,0,0,0,0,0,14,0,1,74,148,78120,4633,82901,4,736787,2020
5.10,0,0,0,0,0,0,17,0,0,24,141,78144,4633,82918,3,737127,2020
5.11,0,0,0,0,0,0,1,0,1,27,115,78171,4633,82919,3,737599,2020
5.12,0,0,0,0,0,0,7,0,1,18,104,78189,4633,82926,4,737901,2020
5.13,0,0,0,0,0,0,3,0,0,6,101,78195,4633,82929,4,738262,2020
5.14,0,0,0,0,0,0,4,0,1,14,91,78209,4633,82933,4,738691,2020
5.15,0,0,0,0,0,0,8,0,2,10,89,78219,4633,82941,3,739278,2020
5.16,1,0,0,0,0,0,5,0,2,8,86,78227,4634,82947,4,739545,2020
5.17,1,0,0,0,0,0,7,0,1,11,82,78238,4634,82954,4,740054,2020
5.18,1,0,0,0,0,0,6,0,1,3,85,78241,4634,82960,3,740428,2020
5.19,0,0,0,0,0,0,5,0,3,3,87,78244,4634,82965,7,740614,2020
5.20,0,0,0,0,0,0,2,0,1,5,84,78249,4634,82967,7,740967,2020
5.21,0,0,0,0,0,0,4,0,1,6,82,78255,4634,82971,7,741344,2020
5.22,0,0,0,0,0,0,0,0,2,3,79,78258,4634,82971,6,741696,2020
5.23,0,0,0,0,0,0,3,0,3,3,79,78261,4634,82974,9,742045,2020
5.24,0,0,0,0,0,0,11,0,0,7,83,78268,4634,82985,6,742506,2020
5.25,0,0,0,0,0,0,7,0,0,9,81,78277,4634,82992,5,743188,2020
5.26,0,0,0,0,0,0,1,0,1,3,79,78280,4634,82993,6,743586,2020
5.27,0,0,0,0,0,0,2,0,0,8,73,78288,4634,82995,5,743799,2020
5.28,0,0,0,0,0,0,0,0,0,3,70,78291,4634,82995,5,744228,2020
5.29,0,0,0,0,0,0,4,0,1,11,63,78302,4634,82999,5,744490,2020
5.30,0,0,0,0,0,0,2,0,0,2,63,78304,4634,83001,4,744693,2020
5.31,0,0,0,0,0,0,16,0,0,3,76,78307,4634,83017,3,745147,2020
6.1,0,0,0,0,0,0,5,0,0,8,73,78315,4634,83022,2,745613,2020
6.2,0,0,0,0,0,0,1,0,1,1,73,78314,4634,83021,3,745950,2020
6.3,0,0,0,0,0,0,1,0,0,5,69,78319,4634,83022,3,746084,2020
6.4,0,0,0,0,0,0,5,0,0,8,66,78327,4634,83027,2,746349,2020
6.5,0,0,0,0,0,0,3,0,1,2,67,78329,4634,83030,2,746611,2020
6.6,0,0,0,0,0,0,6,0,2,3,70,78332,4634,83036,3,746744,2020
6.7,0,0,0,0,0,0,4,0,1,9,65,78341,4634,83040,4,747066,2020
6.8,0,0,0,0,0,0,3,0,0,10,58,78351,4634,83043,1,747232,2020
6.9,0,0,0,0,0,0,3,0,1,6,55,78357,4634,83046,2,747680,2020
6.10,0,0,0,0,0,0,11,0,0,4,62,78361,4634,83057,1,750487,2020
6.11,0,0,0,0,0,0,7,0,0,4,65,78365,4634,83064,1,750674,2020
6.12,0,0,0,0,0,0,11,0,0,2,74,78367,4634,83075,1,751383,2020
6.13,1,0,0,0,0,0,57,0,1,2,129,78369,4634,83132,2,752087,2020
6.14,0,0,0,0,0,0,49,0,1,1,177,78370,4634,83181,3,752978,2020
6.15,0,0,0,0,0,0,40,0,3,7,210,78377,4634,83221,4,753836,2020
6.16,0,0,0,0,0,0,44,0,3,2,252,78379,4634,83265,7,754269,2020
6.17,0,0,0,0,0,0,28,0,3,15,265,78394,4634,83293,7,754966,2020
6.18,0,0,0,0,0,0,32,0,2,4,293,78398,4634,83325,7,755832,2020
6.19,0,0,0,0,0,0,27,0,4,12,308,78410,4634,83352,11,756223,2020
6.20,0,0,0,0,0,0,26,0,3,3,331,78413,4634,83378,13,756965,2020
6.21,0,0,0,0,0,0,18,0,2,89,349,78413,4634,83396,15,758023,2020
6.22,0,0,0,0,0,0,22,0,2,12,359,78425,4634,83418,15,758718,2020
6.23,0,0,0,0,0,0,12,0,4,3,368,78428,4634,83430,18,759279,2020
6.24,0,0,0,0,0,0,19,0,0,5,382,78433,4634,83449,13,760157,2020
6.25,0,0,0,0,0,0,13,0,3,6,389,78439,4634,83462,10,760818,2020
6.26,0,0,0,0,0,0,21,0,1,5,405,78444,4634,83483,8,761444,2020
6.27,0,0,0,0,0,0,17,0,1,7,415,78451,4634,83500,8,761721,2020
6.28,0,0,0,0,0,0,12,0,4,9,418,78460,4634,83512,10,762119,2020
6.29,1,0,0,0,0,0,19,0,1,9,428,78469,4634,83531,7,762376,2020
6.30,0,0,0,0,0,0,3,0,2,10,421,78479,4634,83534,8,762744,2020
7.1,0,0,0,0,0,0,3,0,0,8,416,78487,4634,83537,5,762940,2020
7.2,0,0,0,0,0,0,5,0,1,12,409,78499,4634,83542,6,763077,2020
7.3,0,0,0,0,0,0,3,0,2,10,402,78509,4634,83545,7,763277,2020
7.4,0,0,0,0,0,0,8,0,1,7,403,78516,4634,83553,7,763557,2020
7.5,0,0,0,0,0,0,4,0,0,2,405,78518,4634,83557,7,763801,2020
7.6,0,0,0,0,0,0,8,0,2,10,403,78528,4634,83565,7,764486,2020
7.7,0,0,0,0,0,0,7,0,0,20,390,78548,4634,83572,6,765012,2020
7.8,0,0,0,0,0,0,9,0,0,42,357,78590,4634,83581,5,765344,2020
7.9,0,0,0,0,0,0,4,0,3,19,342,78609,4634,83585,8,765615,2020
7.10,0,0,0,0,0,0,2,0,0,14,330,78623,4634,83587,8,765934,2020
7.11,0,0,0,0,0,0,7,0,0,11,326,78634,4634,83594,7,766329,2020
7.12,0,0,0,0,0,0,8,0,0,14,320,78648,4634,83602,7,766622,2020
7.13,0,0,0,0,0,0,3,0,0,26,297,78674,4634,83605,5,766903,2020
7.14,0,0,0,0,0,0,6,0,0,19,284,78693,4634,83611,3,767432,2020
7.15,0,0,0,0,0,0,1,0,0,26,259,78719,4634,83612,3,767532,2020
7.16,0,0,0,0,0,0,10,0,1,18,251,78737,4634,83622,3,767916,2020
7.17,0,0,0,0,0,0,22,0,1,21,252,78758,4634,83644,4,768470,2020
7.18,0,0,0,0,0,0,16,0,1,17,251,78775,4634,83660,4,771589,2020
7.19,0,0,0,0,0,0,22,0,1,24,249,78799,4634,83682,4,772333,2020
7.20,0,0,0,0,0,0,11,0,0,18,242,78817,4634,83693,1,772488,2020
7.21,0,0,0,0,0,0,14,0,0,23,233,78840,4634,83707,1,772804,2020
7.22,0,0,0,0,0,0,22,0,3,15,240,78855,4634,83729,4,773412,2020
7.23,0,0,0,0,0,0,21,0,1,18,243,78873,4634,83750,2,773802,2020
7.24,0,0,0,0,0,0,34,0,2,16,261,78889,4634,83784,2,778052,2020
7.25,1,0,0,0,0,0,46,0,2,19,288,78908,4634,83830,3,779000,2020
7.26,0,0,0,0,0,0,61,0,0,10,339,78918,4634,83891,3,781406,2020
7.27,0,0,0,0,0,0,68,0,0,16,391,78934,4634,83959,1,782284,2020
7.28,0,0,0,0,0,0,101,0,0,10,482,78944,4634,84060,1,783053,2020
7.29,0,0,0,0,0,0,105,0,1,13,574,78957,4634,84165,2,786957,2020
7.30,0,0,0,0,0,0,127,0,1,17,684,78974,4634,84292,2,787335,2020
7.31,0,0,0,0,0,0,45,0,0,15,714,78989,4634,84337,2,789742,2020
8.1,0,0,0,0,0,0,49,0,0,14,748,79003,4634,84385,2,791054,2020
8.2,0,0,0,0,0,0,43,0,3,10,781,79013,4634,84428,4,791776,2020
8.3,0,0,0,0,0,0,36,0,1,17,800,79030,4634,84464,5,792481,2020
8.4,0,0,0,0,0,0,27,0,0,17,810,79047,4634,84491,3,794165,2020
8.5,0,0,0,0,0,0,37,0,0,10,837,79057,4634,84528,2,795607,2020
8.6,0,0,0,0,0,0,37,0,2,31,843,79088,4634,84565,3,798436,2020
8.7,0,0,0,0,0,0,31,0,5,35,839,79123,4634,84596,7,799701,2020
8.8,0,0,0,0,0,0,23,0,0,45,817,79168,4634,84619,6,800268,2020
8.9,0,0,0,0,0,0,49,0,1,64,802,79232,4634,84668,7,800809,2020
8.10,1,0,0,0,0,0,44,0,2,52,794,79284,4634,84712,3,802273,2020
8.11,0,0,0,0,0,0,25,0,1,58,761,79342,4634,84737,3,802908,2020
8.12,0,0,0,0,0,0,19,0,1,56,724,79398,4634,84756,4,803651,2020
8.13,0,0,0,0,0,0,30,0,2,64,690,79462,4634,84786,5,804180,2020
8.14,0,0,0,0,1,0,22,0,1,57,655,79519,4634,84808,3,805075,2020
8.15,0,0,0,0,0,0,19,0,1,56,618,79575,4634,84827,3,805857,2020
8.16,0,0,0,0,0,0,22,0,2,28,612,79603,4634,84849,4,806649,2020
8.17,0,0,0,0,0,0,22,0,0,39,595,79642,4634,84871,3,807383,2020
8.18,0,0,0,0,0,0,17,0,0,43,569,79685,4634,84888,2,808005,2020
8.19,0,0,0,0,0,0,7,0,0,60,516,79745,4634,84895,2,808715,2020
8.20,0,0,0,0,0,0,22,0,0,47,491,79792,4634,84917,0,809209,2020
8.21,0,0,0,0,0,0,22,0,1,59,454,79851,4634,84939,1,810056,2020
8.22,0,0,0,0,0,0,12,0,2,44,422,79895,4634,84951,3,810959,2020
8.23,0,0,0,0,0,0,16,0,1,30,408,79925,4634,84967,2,811824,2020
8.24,0,0,0,0,0,0,14,0,0,36,386,79961,4634,84981,2,812268,2020
8.25,0,0,0,0,0,0,15,0,0,54,347,80015,4634,84996,0,813062,2020
8.26,0,0,0,0,0,0,8,0,1,31,324,80046,4634,85004,1,813571,2020
8.27,0,0,0,0,0,0,9,0,2,45,288,80091,4634,85013,3,814039,2020
8.28,0,0,0,0,0,0,9,0,0,35,262,80126,4634,85022,0,814433,2020
